videoRaw,conditionVideo,lineupRaw,conditionLineup,conditionSameDiff,condition,lineup 1,lineup 2,lineup 3,lineup 4,lineup 5,lineup 6,lineup 7,lineup 8,lineup 9,decisionRaw,targetPresentRaw,conditionTargetPresent,participantTargetPresent,participantSelection,accuracy,confidence,age,sex,ethnicity,techRaw,techPhotos,ANAGRAM1_1,ANAGRAM1_3,ANAGRAM1_4,ANAGRAM1_5,ANAGRAM1_6,ANAGRAM1_7,ANAGRAM1_8,ANAGRAM1_9,ANAGRAM1_10,ANAGRAM1_11,ANAGRAM1_12,ANAGRAM1_13,ANAGRAM1_14,ANAGRAM1_15,ANAGRAM1_17,ANAGRAM1_18,ANAGRAM1_19,ANAGRAM1_20,ANAGRAM1_21,ANAGRAM1_16,technical,keep
RIGHTVIDEO,2,Front TP,1,2,5,2,8,1,6,perp,5,3,7,4,5,Target Present,1,1,1,1,60,39,Male,Black or African American,NOTHING,NOTHING,CAT,SHIP,FIRE,ORANGE,LEAK,,,,,,,,,,,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TA,1,2,5,2,1,6,8,4,5,3,7,9,1,Target Absent,0,1,2,0,30,21,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",Nothing,Nothing. Is the bird sound still supposed to be playing? ,CAT,HIPS,FERI,,KALE ,,,,,RED,,T,,,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,2,4,6,8,3,5,7,1,perp,9,Target Present,1,1,1,1,100,19,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,,LEAK,,,,,RED,,STAR,,,,,,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,6,9,8,1,7,2,3,5,1,Target Absent,0,1,2,0,100,28,Male,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,orange,leak,burning,memory,forest,panel,red,,star,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,4,1,6,7,3,2,perp,8,5,7,Target Present,1,1,1,1,100,42,Female,Black or African American,no,no,cat,ship,fire,orange,lake,burnning,memory,forest,penal,red,rhythm,arts,complex,doctor,EASY,p,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,3,7,1,2,8,perp,4,6,5,1,Target Present,1,1,2,0,90,45,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,memory,forest,naple,red,,star,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,3,5,8,7,6,4,1,2,9,1,Target Absent,0,1,2,0,70,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Fire,,Kale,,,Forest,,Red,,Star,,,Easy,,Danger,Horse,,,,1
RIGHTVIDEO,2,Front TP,1,2,5,3,1,4,2,5,7,perp,8,6,I do not believe the criminal was present,Target Present,1,0,3,0,80,42,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOREST,NEPAL,RED,RHYTHM,ARTS,COMPLEX,DOCTOR,EASY,RAPTOR,GANDER,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,1,perp,5,2,4,6,7,3,3,Target Present,1,1,1,1,100,30,Female,Black or African American,no,no,Cat,Ship,Fire,Orange,Lake,,,Softer,,Red,,Star,Complex,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,7,9,5,2,8,4,6,1,3,6,Target Absent,0,1,2,0,70,38,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",na,na,car,ship,fire,,leak,,,forest,nepal,red,,star,complex,,,,,,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,7,3,4,1,6,8,perp,2,5,7,Target Present,1,1,1,1,70,40,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,none,cat,ship,fire,,leak,,,forest,plane,red,,star,,doctor,,parrot,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,3,5,6,7,9,4,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,70,40,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,,,leak,,,,,red,,star,complex,docotor,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,6,2,9,5,7,1,3,8,4,I do not believe the criminal was present,Target Absent,0,0,3,1,50,23,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,frie,orange,kale,burning,,softer,naple,red,,star,,,,,gander,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,4,7,6,5,3,9,8,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,90,44,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no problems,no problems,cat,ship,fire,,lake,,,,,red,,star,,,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,1,3,5,4,8,2,6,7,9,I do not believe the criminal was present,Target Absent,0,0,3,1,90,31,Female,Black or African American,none,none,,,,,,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,6,3,2,7,1,4,9,8,5,2,Target Absent,0,1,2,0,80,37,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,,forest,nepal,red,rhythm,arts,complex,doctor,easy,,ranged,heros,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,perp,1,2,4,6,8,3,7,I do not believe the criminal was present,Target Present,1,0,3,0,90,26,Female,Do not wish to answer,NO,NO TECHINICAL DIFFICULTS,CATSHI,,,,,,,,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,perp,7,4,3,2,1,5,6,8,I do not believe the criminal was present,Target Present,1,0,3,0,80,53,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NONE,CAT,SHIP,FIRE,ORANGE,LEAK,BURNING,,FOREST,,RED,RHYTHM,RATS,COMPLEX,DOCTOR,AYES,PARROT,GANDER,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TA,1,1,1,7,5,8,9,6,1,3,4,2,I do not believe the criminal was present,Target Absent,0,0,3,1,60,34,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,No,Cat,ship,fire,,lake,,,forest,plane,red,,star,,,,,,horse,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,4,6,7,8,3,1,2,5,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,23,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,N/A,CAT,SHIP,FIRE,,KALE,,,,PLANE,RED,,STAR,,,,,,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,6,1,8,7,3,perp,2,4,5,6,Target Present,1,1,1,1,90,45,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,memory,forest,plane,red,rhythm,star,complex,doctor,easy,parrot,grand,horse,hello,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,9,4,1,7,6,8,2,3,5,I do not believe the criminal was present,Target Absent,0,0,3,1,100,46,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,none,cat,ship,fire,reagon,lake,,memory,,,red,,star,,,,,,,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,perp,7,4,8,3,6,1,2,2,Target Present,1,1,1,1,60,42,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,,,,,,,red,,star,complex,,easy,parrot,gander,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,1,4,6,perp,8,3,2,5,7,4,Target Present,1,1,1,1,90,41,Male,"Hispanic, Latino or Spanish",no,no,cat,ship,fire,orange,leak,burning,,forest,plane,red,,rats,,,easy,parrot,,,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,8,2,7,6,3,perp,1,5,4,6,Target Present,1,1,1,1,90,32,Female,Black or African American,no,no,cat,ship,fire,orange,kale,,,forest,,red,,arts,,,easy,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,9,5,4,1,7,8,3,2,6,2,Target Absent,0,1,2,0,30,26,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,Ship,Rife,Orange,Lake,,,Forest,,,,,,,,,,,,,,1
RIGHTVIDEO,2,Front TA,1,2,5,7,6,8,3,5,9,4,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,80,38,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,kale,,memory,forest,plane,red,,star,complex,doctor,easy,,danger,horse,hello,happy,,1
FRONTALVIDEO,1,Right TP,2,2,2,2,7,5,4,3,8,perp,6,1,1,Target Present,1,1,1,1,80,39,Female,Other,yes,NO,CAT,SHIP,FIRE,,LAKE,,,,,RED,,STAR,,,,,,SHORE,HELLO,,,1
RIGHTVIDEO,2,Front TA,1,2,5,7,5,9,4,8,2,3,1,6,I do not believe the criminal was present,Target Absent,0,0,3,1,50,40,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,NO,CAT,SHIP,FIRE,,LAKE,,,,PLANE,RED,,STAR,,,,,GRANDE,SHORE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,1,3,7,2,4,8,perp,6,8,Target Present,1,1,1,1,30,51,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,,,,,red,,star,,doctor,,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,2,4,perp,1,8,3,6,7,I do not believe the criminal was present,Target Present,1,0,3,0,90,45,Male,Other,no,no,cat,ship,,,kale,,memory,forest,plane,red,,star,,doctor,easy,parrot,danger,shore,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,9,2,3,4,6,8,7,5,1,I do not believe the criminal was present,Target Absent,0,0,3,1,100,29,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,kale,,memory,,plane,red,,arts,,,easy,,,shore,hello,,,1
RIGHTVIDEO,2,Right TA,2,1,4,2,9,3,8,4,6,1,5,7,7,Target Absent,0,1,2,0,60,25,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cst,sihp,fire,naroeg,kela,ingbrun,emmoyr,fosert,elapn,red,hhtrmy,astr,lemopcx,doctor,saey,otarrp,aredg,heros,hello,a,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,5,7,6,2,3,1,8,perp,4,8,Target Present,1,1,1,1,90,30,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,,LAKE,,,,,RED,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,6,2,5,7,9,1,8,3,4,I do not believe the criminal was present,Target Absent,0,0,3,1,90,33,Male,Black or African American,no,no,cat,ship,fire,orange,lake,,,forest,plane,red,rhythm,star,,doctor,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,5,7,6,2,8,4,3,9,1,I do not believe the criminal was present,Target Absent,0,0,3,1,90,34,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,,fire,,leak,burning,,forest,,red,myhrth,start,,,,,,,,,,1
FRONTALVIDEO,1,Front TA,1,1,1,8,5,9,1,4,3,7,2,6,3,Target Absent,0,1,2,0,20,39,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,No,Cat,Ship,Fire,Oregan,Leak,,,,,Red,,Star,,,,,,Shore,Hello,Happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,8,1,5,7,3,9,6,2,4,I do not believe the criminal was present,Target Absent,0,0,3,1,100,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,leak,,,,lapel,red,rhythm,star,complex,doctor,,,,shore,hello,happy,,1
RIGHTVIDEO,2,Right TA,2,1,4,8,4,3,7,9,1,6,5,2,I do not believe the criminal was present,Target Absent,0,0,3,1,100,34,Male,"Hispanic, Latino or Spanish",no,N/A,CAT,SHIP,FIRE,,KALE,,,,,RED,,STAR,,,,,,,,,,1
RIGHTVIDEO,2,Right TP,2,1,4,perp,4,1,6,5,3,8,7,2,1,Target Present,1,1,1,1,90,33,Male,"East Asian (e.g., Chinese, Japanese, Korean)",No.,No.,CAT,SHIP,FIRE,ORANGE,KALE,B,,FOREST,,RED,,STAR,,,EASY,,,,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TP,1,1,1,5,2,6,4,1,7,3,perp,8,8,Target Present,1,1,1,1,10,36,Female,Black or African American,no,NO,CAT,SHIP,FIRE,ORANGE,LAKE,,MEMORY,,,RED,,STAR,,,EASY,,,,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front TA,1,1,1,5,2,1,3,4,9,6,8,7,I do not believe the criminal was present,Target Absent,0,0,3,1,70,43,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,None,Cat,Ship,Fire,,Lake,,,,Panel,Red,,Star,,,,,,,Hello,Happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,7,3,6,1,8,4,5,2,perp,9,Target Present,1,1,1,1,100,23,Female,"East Asian (e.g., Chinese, Japanese, Korean)",No,No,ACT,SHIP,FIRE,,LEAK,,,,,RED,,,,,EASY,,,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TP,1,2,5,1,6,4,8,perp,3,2,7,5,I do not believe the criminal was present,Target Present,1,0,3,0,80,55,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,No.,CAT,SHIP,FIRE,ORANGE,KALE,,MEMORY,FOREST,PLANE,RED,,STAR,,DOCTOR,EASY,PA,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,6,1,4,2,3,9,7,8,5,I do not believe the criminal was present,Target Absent,0,0,3,1,100,34,Female,"Hispanic, Latino or Spanish",no,picture number 6 did not load,cat,,fire,,kale,,,,lepan,Red,,,,,ayes,,,,,,YES,0
FRONTALVIDEO,1,Front and Right TP,3,3,3,6,perp,1,3,7,2,4,5,8,2,Target Present,1,1,1,1,90,24,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,,,,red,,arts,,,,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,1,3,7,6,8,5,4,2,perp,9,Target Present,1,1,1,1,10,58,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,none,cat,ship,fire,orange,leak,burning,memory,forest,,red,rhythm,arts,,doctor,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,perp,4,1,5,6,7,3,8,2,1,Target Present,1,1,1,1,90,48,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,burning,,froste,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,5,6,1,9,2,7,3,4,I do not believe the criminal was present,Target Absent,0,0,3,1,90,35,Male,"Hispanic, Latino or Spanish",no,NO,CAT,SHIP,FIRE,,LEAK,,MEMORY,,PLANE,RED,,RATS,,,YEAS,,,,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,7,perp,5,2,6,4,1,3,8,2,Target Present,1,1,1,1,40,28,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,rhythm,arts,complex,doctor,easy,raptor,gander,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,9,2,8,3,7,1,5,4,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,49,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,,star,complex,doctor,easy,,,horse,hello,happy,,1
FRONTALVIDEO,1,Front TA,1,1,1,2,1,6,5,7,3,4,9,8,I do not believe the criminal was present,Target Absent,0,0,3,1,60,52,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,frie,orange,kale,burgin,memory,forest,,red,,star,,doctor,easy,,gander,heros,hello,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,2,6,3,perp,5,8,1,4,7,4,Target Present,1,1,1,1,70,20,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,star,complex,doctor,,parrot,garden,heros,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,2,8,6,1,7,4,9,5,3,I do not believe the criminal was present,Target Absent,0,0,3,1,60,40,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,Cat,ship,fire,,kale,,,,plane,red,,star,,,easy,,,shore,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,8,6,1,5,7,3,perp,2,4,I do not believe the criminal was present,Target Present,1,0,3,0,90,33,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,SHIP,FIRE,,KALE,,,,,,,,,DOCTOR,,,,,,,,1
FRONTALVIDEO,1,Front TP,1,1,1,8,6,5,2,1,7,perp,4,3,I do not believe the criminal was present,Target Present,1,0,3,0,60,23,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,hips,fire,orange,kale,,,,plane,red,,star,,,easy,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,7,2,perp,8,3,1,4,5,6,3,Target Present,1,1,1,1,90,42,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,NO,CAT,SHIP,FIRE,ORANGE,KALE,BURNING,MEMORY,FOREST,PLANE,RED,RHYTHM,RATS,COMPLEX,DOCTOR,EASY,PARROT,GARDEN,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,3,4,7,2,8,1,6,perp,I do not believe the criminal was present,Target Present,1,0,3,0,60,22,Female,"East Asian (e.g., Chinese, Japanese, Korean)",NO,NO,CAT,SHIP,FIRE,,LAKE,,,SOFTER,PLANE,RED,RHYTHM,RATS,,,,POTATO,,HEROS,HELLO,HAPPY,,1
RIGHTVIDEO,2,Right TP,2,1,4,2,4,6,3,8,5,7,perp,1,8,Target Present,1,1,1,1,100,37,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,,kale,,,,nepal,red,,arts,,doctor,yeas,parrot,gander,heros,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,3,7,9,5,4,2,8,1,6,I do not believe the criminal was present,Target Absent,0,0,3,1,20,31,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,lake,,,forest,plane,red,,star,,,,,,,hello,happy,,1
FRONTALVIDEO,1,Right TA,2,2,2,9,4,7,6,8,3,1,5,2,I do not believe the criminal was present,Target Absent,0,0,3,1,60,37,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,no,cat,ship,fire,orange,leak,burning,memory,forest,nepal,red,rhythm,star,complex,doctor,easy,,grande,horse,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,3,1,2,7,8,perp,6,4,I do not believe the criminal was present,Target Present,1,0,3,0,50,48,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",NO,NO,CAT,HIPS,FIRE,,LEAK,,,,,RED,,STAR,,,,PARROT,,HORSE,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front TA,1,2,5,3,2,9,8,4,7,6,1,5,I do not believe the criminal was present,Target Absent,0,0,3,1,90,66,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,leak,,memory,,panel,red,rhythm,star,ex,,easy,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,8,4,7,2,1,6,9,3,5,I do not believe the criminal was present,Target Absent,0,0,3,1,90,58,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,"Yes, photo #7 did not load.  I could only see the top of his hair, I could not see any portion of the face. ",CAT,SHIP,RIFE,ORANGE,KALE,,MEMORY,FOREST,PLATE,RED,RYTHMH,STAR,,,AYES,,,,,,YES,0
FRONTALVIDEO,1,Right TA,2,2,2,9,3,4,7,1,6,5,8,2,I do not believe the criminal was present,Target Absent,0,0,3,1,100,32,Female,"South Asian (e.g., Bangladeshi, Indian, Pakistani, Sri Lanken)",no,NOPE,CAT,SHIP,FIRE,OREGAN,KALE,BURNING,,,,RED,,STAR,,,,PARROT,,,HELLO,,,1
FRONTALVIDEO,1,Right TP,2,2,2,1,6,8,3,4,perp,2,5,7,I do not believe the criminal was present,Target Present,1,0,3,0,100,62,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,act,ship,fire,orange,leak,burning,memory,forest,plane,red,rhythm,arts,complex,doctor,easy,apport,gander,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,8,1,4,9,7,5,6,3,2,I do not believe the criminal was present,Target Absent,0,0,3,1,90,40,Female,"Hispanic, Latino or Spanish",no,no,cat,ship,rife,,kale,,,,nepal,red,,star,,doctor,easy,,,shore,hello,happy,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,8,1,7,perp,4,2,3,6,5,I do not believe the criminal was present,Target Present,1,0,3,0,70,61,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,cat,ship,fire,orange,lake,burning,,,panel,red,,arts,,,easy,,,horse,hello,happy,,1
RIGHTVIDEO,2,Front TA,1,2,5,8,1,5,2,9,7,6,4,3,I do not believe the criminal was present,Target Absent,0,0,3,1,90,58,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,,memory,forest,plane,red,rhythm,arts,complex,,ayes,parrot,gander,shore,hello,happy,,1
FRONTALVIDEO,1,Front TP,1,1,1,3,2,8,5,6,1,7,4,perp,I do not believe the criminal was present,Target Present,1,0,3,0,90,55,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burguni,memory,,,red,,star,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,8,5,9,2,3,6,7,4,1,5,Target Absent,0,1,2,0,50,59,Female,Black or African American,No,No,cat,,,,,,,,,,,,,,,,,,h,happy,,1
RIGHTVIDEO,2,Right TP,2,1,4,1,4,3,5,6,2,7,perp,8,8,Target Present,1,1,1,1,60,35,Female,"East Asian (e.g., Chinese, Japanese, Korean)",no,NO,CAT,SHIP,FIRE,ORANGE,KALE,,,FOREST,NAPLE,RED,,ARTS,,DOCTOR,AYES,PARROT,GANDER,SHORE,HELLO,HAPPY,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,7,3,1,9,4,2,5,8,6,I do not believe the criminal was present,Target Absent,0,0,3,1,90,52,Male,"Hispanic, Latino or Spanish",no,NO DIFFICULTY,CAT,HIPS,,,,,,,,,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,5,6,1,3,7,4,8,2,perp,3,Target Present,1,1,2,0,30,46,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,"Some of the images loaded very slowly, but they all eventually loaded",cat,ship,fire,orange,leak,burning,memory,forest,nepal,red,rhythm,star,,doctor,easy,,ranged,horse,hello,happy,YES,0
FRONTALVIDEO,1,Front and Right TP,3,3,3,3,5,8,perp,1,2,4,7,6,4,Target Present,1,1,1,1,90,35,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",None,none,CAT,SHIP,FIRE,ORANGE,LEAK,,MEMORY,,,RED,,ARTS,,,,,GRANDE,HORSE,HELLO,HAPPY,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,4,6,7,9,2,3,5,1,8,I do not believe the criminal was present,Target Absent,0,0,3,1,100,35,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No.,I did not experience any issues.  ,cat,ship,fire,orange,lake,burning,memory,forest,panel,red,,star,,,easy,parrot,,shore,hello,happy,,1
RIGHTVIDEO,2,Front TP,1,2,5,5,3,2,perp,1,6,4,8,7,4,Target Present,1,1,1,1,60,57,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,oregano,leak,,,,,,,tsar,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TA,3,3,3,5,1,9,6,3,7,2,8,4,I do not believe the criminal was present,Target Absent,0,0,3,1,70,23,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,C A T,H I P S,F I R E,,L E A K,,,,,R E D,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,3,4,8,7,6,5,9,2,1,I do not believe the criminal was present,Target Absent,0,0,3,1,30,74,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,fire,orange,kale,burning,memory,forest,plane,red,rhythm,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,1,2,4,7,perp,8,5,6,3,2,Target Present,1,1,2,0,90,32,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,cat,ship,pire,roagen,lake,burning,memory,forest,panel,red,rhythm,star,,,,,,,,,,1
RIGHTVIDEO,2,Front and Right TP,3,3,6,2,5,8,perp,7,6,3,1,4,I do not believe the criminal was present,Target Present,1,0,3,0,50,66,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",no,no,CAT,SHIP,FIRE,,LEAK,,,,,RED,,,,,,,,,,,,1
RIGHTVIDEO,2,Right TA,2,1,4,1,6,4,5,8,3,2,7,9,I do not believe the criminal was present,Target Absent,0,0,3,1,100,44,Female,Black or African American,NO,no,cat,ship,fire,orange,lake,burning,memory,forest,plane,red,rhythm,star,complex,doctor,easy,parrot,danger,horse,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,6,3,5,4,1,2,7,9,8,I do not believe the criminal was present,Target Absent,0,0,3,1,90,61,Female,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,none,cat,ship,fire,,leak,,,,,red,,start,,,,,,,,,,1
FRONTALVIDEO,1,Front and Right TP,3,3,3,4,1,2,8,7,6,perp,5,3,I do not believe the criminal was present,Target Present,1,0,3,0,80,64,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",none,none,cat,ship,fire,orange,leak,,,,,red,,,,,,,,,,,,1
FRONTALVIDEO,1,Right TP,2,2,2,6,7,5,1,4,3,perp,2,8,7,Target Present,1,1,1,1,80,34,Male,Black or African American,Other than slow loading and buffering in between videos,"No, some of the people looked similar but, it wasn't to bad. ",Cat,Hips,Fire,,Leak,Burning,,Softer,Plane,Red,,,,,,,,,,,YES,0
FRONTALVIDEO,1,Front TP,1,1,1,1,3,4,8,6,5,7,2,perp,6,Target Present,1,1,2,0,50,30,Female,Black or African American,yes. it wouldnt play through.,no,cat,sihp,fire,naroeg,kela,ingbrun,emmoyr,fosert,el,,,,,,,,,,,,YES,0
FRONTALVIDEO,1,Front TA,1,1,1,5,2,3,4,8,1,7,9,6,I do not believe the criminal was present,Target Absent,0,0,3,1,100,44,Female,Black or African American,no,no,cat,ship,fire,,,,,,,red,,rats,,,,,,,hello,happy,,1
RIGHTVIDEO,2,Front and Right TA,3,3,6,7,8,3,4,5,1,6,2,9,4,Target Absent,0,1,2,0,60,39,Male,"White or Caucasian (e.g., White-British, White-American, White-Irish)",No,No,CAT,SHIP,FIRE,ORANGE,LEAK,,,FOREST,NAPLE,RED,,START,,,,,,SHORE,HELLO,HAPPY,,1
